,FIPS Code,adult_fullvax_pct
1507,29023,0.237
1508,25017,0.524
1509,28147,0.247
1510,27159,0.429
1511,28023,0.339
1512,40133,0.392
1513,28057,0.25
1514,26067,0.372
1515,27085,0.43
1516,26059,0.308
1517,39027,0.361
1518,27001,0.507
1519,24510,0.401
1520,28029,0.338
1521,26065,0.422
1522,26051,0.398
1523,24031,0.598
1524,28131,0.283
1525,26021,0.426
1526,27155,0.52
1527,25023,0.478
1528,28089,0.462
1529,26093,0.436
1530,27041,0.484
1531,28059,0.293
1532,27163,0.489
1533,27151,0.507
1534,24029,0.514
1535,26029,0.548
1536,28005,0.248
1537,26111,0.476
1538,27095,0.438
1539,28053,0.338
1540,24003,0.502
1541,28137,0.249
1542,27113,0.412
1543,39165,0.513
1544,28055,0.152
1545,28031,0.326
1546,24005,0.486
1547,26137,0.493
1548,28159,0.316
1549,28107,0.295
1550,27077,0.451
1551,28153,0.229
1552,39167,0.433
1553,26061,0.389
1554,27139,0.462
1555,27091,0.485
1556,27171,0.383
1557,28063,0.419
1558,28115,0.298
1559,30037,0.366
1560,29065,0.21
1561,29049,0.308
1562,27105,0.54
1563,29111,0.271
1564,28143,0.288
1565,27019,0.471
1566,29057,0.33
1567,27119,0.354
1568,29205,0.401
1569,30053,0.272
1570,27129,0.464
1571,26103,0.529
1572,29013,0.29
1573,27049,0.53
1574,29219,0.295
1575,28087,0.334
1576,30003,0.665
1577,30041,0.463
1578,26057,0.354
1579,28117,0.295
1580,28141,0.279
1581,27087,0.623
1582,29149,0.208
1583,31121,0.347
1584,29181,0.201
1585,27097,0.38
1586,29053,0.326
1587,29217,0.267
1588,30007,0.253
1589,29031,0.366
1590,29165,0.401
1591,29115,0.362
1592,29109,0.26
1593,29203,0.187
1594,29209,0.277
1595,27125,0.467
1596,29137,0.366
1597,28081,0.301
1598,29183,0.436
1599,30031,0.408
1600,28121,0.346
1601,30081,0.384
1602,29017,0.241
1603,28001,0.324
1604,29069,0.203
1605,28093,0.279
1606,30023,0.466
1607,29009,0.311
1608,29199,0.238
1609,29087,0.348
1610,30065,0.281
1611,26081,0.49
1612,29125,0.276
1613,29093,0.262
1614,30091,0.431
1615,29081,0.283
1616,30077,0.329
1617,29186,0.338
1618,27141,0.297
1619,29211,0.316
1620,28015,0.23
1621,29171,0.263
1622,29223,0.263
1623,30017,0.333
1624,29179,0.151
1625,27167,0.272
1626,28077,0.394
1627,26017,0.456
1628,28091,0.262
1629,29041,0.292
1630,28125,0.37
1631,27135,0.397
1632,28155,0.333
1633,29141,0.297
1634,29071,0.386
1635,28097,0.331
1636,30073,0.428
1637,24039,0.299
1638,28079,0.295
1639,30051,0.305
1640,28007,0.347
1641,30035,0.749
1642,29101,0.285
1643,29067,0.157
1644,29163,0.263
1645,27115,0.356
1646,28135,0.242
1647,30015,0.265
1648,29059,0.242
1649,29161,0.317
1650,29155,0.181
1651,29135,0.285
1652,29077,0.352
1653,29159,0.334
1654,29039,0.248
1655,27149,0.476
1656,30067,0.436
1657,28025,0.291
1658,29147,0.35
1659,30057,0.334
1660,28065,0.274
1661,27153,0.353
1662,29185,0.238
1663,28145,0.265
1664,29121,0.307
1665,27079,0.373
1666,29103,0.333
1667,29005,0.465
1668,29113,0.264
1669,29001,0.358
1670,30059,0.442
1671,29089,0.351
1672,27029,0.39
1673,29033,0.376
1674,30029,0.29
1675,29091,0.187
1676,29015,0.364
1677,27107,0.511
1678,30005,0.717
1679,29129,0.281
1680,29123,0.258
1681,27081,0.442
1682,28045,0.252
1683,30093,0.512
1684,30009,0.398
1685,30027,0.342
1686,30079,0.348
1687,24037,0.439
1688,29127,0.352
1689,29063,0.205
1690,29107,0.35
1691,28033,0.298
1692,28019,0.227
1693,29051,0.399
1694,29085,0.28
1695,29043,0.331
1696,29037,0.362
1697,29169,0.276
1698,26089,0.679
1699,29157,0.291
1700,30001,0.438
1701,29187,0.285
1702,27099,0.521
1703,29073,0.404
1704,30033,0.19
1705,29197,0.22
1706,30013,0.419
1707,29099,0.285
1708,31057,0.304
1709,31153,0.369
1710,30085,0.44
1711,39081,0.394
1712,30019,0.354
1713,32033,0.421
1714,29195,0.376
1715,31109,0.524
1716,31047,0.341
1717,29095,0.39
1718,29143,0.241
1719,29145,0.174
1720,30039,0.28
1721,31127,0.42
1722,29153,0.192
1723,31087,0.273
1724,31041,0.324
1725,30011,0.254
1726,29213,0.273
1727,38087,0.099
1728,30025,0.289
1729,31143,0.327
1730,37139,0.328
1731,31019,0.305
1732,39007,0.378
1733,31157,0.298
1734,31105,0.289
1735,32510,0.456
1736,31091,0.373
1737,34011,0.341
1738,30105,0.374
1739,29045,0.208
1740,29035,0.225
1741,31169,0.366
1742,31003,0.336
1743,38049,0.374
1744,34041,0.476
1745,29055,0.229
1746,30071,0.364
1747,30047,0.489
1748,37121,0.334
1749,29047,0.377
1750,29133,0.311
1751,31069,0.401
1752,31017,0.321
1753,33013,0.433
1754,37159,0.291
1755,29117,0.334
1756,37195,0.348
1757,29131,0.227
1758,34033,0.395
1759,34017,0.446
1760,31181,0.339
1761,30021,0.331
1762,29151,0.297
1763,30049,0.49
1764,33011,0.333
1765,29175,0.222
1766,31067,0.317
1767,29227,0.345
1768,29229,0.247
1769,29119,0.184
1770,38023,0.382
1771,34021,0.43
1772,29139,0.356
1773,30083,0.277
1774,29510,0.341
1775,30101,0.378
1776,29189,0.422
1777,31113,0.14
1778,34023,0.451
1779,29225,0.314
1780,30087,0.659
1781,31005,0.15
1782,37131,0.351
1783,31125,0.247
1784,31037,0.296
1785,31089,0.367
1786,30097,0.348
1787,31137,0.331
1788,29215,0.196
1789,29061,0.247
1790,31167,0.226
1791,38097,0.448
1792,31115,0.213
1793,29075,0.373
1794,38067,0.465
1795,29221,0.214
1796,38003,0.505
1797,30089,0.306
1798,37185,0.25
1799,30045,0.286
1800,34019,0.476
1801,30043,0.389
1802,30063,0.513
1803,34039,0.435
1804,32001,0.322
1805,29079,0.289
1806,33003,0.463
1807,39035,0.489
1808,32031,0.441
1809,30069,0.277
1810,29083,0.33
1811,33019,0.386
1812,32013,0.331
1813,31027,0.395
1814,30061,0.421
1815,29097,0.321
1816,30095,0.365
1817,31023,0.445
1818,31155,0.415
1819,32007,0.292
1820,28099,0.265
1821,33017,0.35
1822,29177,0.274
1823,31123,0.294
1824,29201,0.357
1825,30109,0.224
1826,30055,0.142
1827,34031,0.425
1828,31001,0.327
1829,32027,0.234
1830,31025,0.409
1831,31063,0.198
1832,29173,0.234
1833,29105,0.252
1834,31053,0.413
1835,31011,0.476
1836,31065,0.357
1837,31015,0.283
1838,31029,0.229
1839,31095,0.417
1840,34015,0.482
1841,36089,0.493
1842,31103,0.247
1843,36077,0.446
1844,38015,0.413
1845,37099,0.406
1846,30103,0.393
1847,31173,0.628
1848,34029,0.425
1849,37111,0.372
1850,38025,0.192
1851,37115,0.369
1852,31117,0.101
1853,31051,0.399
1854,36117,0.463
1855,35053,0.449
1856,31049,0.241
1857,37105,0.39
1858,35033,0.365
1859,31033,0.356
1860,30107,0.274
1861,36031,0.577
1862,37081,0.432
1863,36003,0.332
1864,31139,0.347
1865,36067,0.584
1866,36021,0.532
1867,37037,0.446
1868,36035,0.383
1869,35049,0.469
1870,36061,0.536
1871,36049,0.412
1872,35017,0.459
1873,33009,0.454
1874,35039,0.511
1875,39025,0.435
1876,36083,0.524
1877,31043,0.523
1878,36005,0.37
1879,35043,0.518
1880,31081,0.38
1881,31179,0.337
1882,36017,0.446
1883,39017,0.416
1884,35055,0.456
1885,31159,0.392
1886,36119,0.545
1887,31133,0.39
1888,35019,0.158
1889,31039,0.443
1890,37119,0.386
1891,37041,0.362
1892,33015,0.384
1893,36107,0.457
1894,37051,0.437
1895,35009,0.215
1896,39089,0.432
1897,36047,0.388
1898,31073,0.335
1899,36055,0.538
1900,35045,0.594
1901,37059,0.402
1902,37043,0.263
1903,31135,0.33
1904,31093,0.394
1905,31161,0.26
1906,31059,0.384
1907,37091,0.203
1908,31071,0.253
1909,32029,0.127
1910,37093,0.209
1911,37019,0.475
1912,31145,0.277
1913,36041,0.741
1914,31075,0.126
1915,37161,0.278
1916,37039,0.36
1917,36009,0.417
1918,31177,0.451
1919,35051,0.387
1920,37079,0.29
1921,31021,0.489
1922,35021,0.295
1923,31111,0.228
1924,31045,0.287
1925,37089,0.418
1926,33007,0.449
1927,37101,0.354
1928,35029,0.419
1929,36065,0.483
1930,37085,0.273
1931,35013,0.396
1932,31119,0.367
1933,31035,0.354
1934,37109,0.33
1935,39055,0.498
1936,36091,0.595
1937,37015,0.328
1938,37031,0.32
1939,32021,0.441
1940,36069,0.547
1941,31129,0.415
1942,33001,0.395
1943,31009,0.19
1944,34035,0.512
1945,32017,0.288
1946,31099,0.429
1947,34027,0.613
1948,32003,0.379
1949,37013,0.43
1950,36001,0.559
1951,31151,0.34
1952,35037,0.243
1953,35031,0.661
1954,37061,0.276
1955,32015,0.307
1956,39045,0.437
1957,35001,0.407
1958,36013,0.444
1959,31077,0.377
1960,31079,0.369
1961,34007,0.489
1962,32019,0.271
1963,35041,0.193
1964,37069,0.319
1965,36103,0.491
1966,34013,0.432
1967,36023,0.462
1968,31175,0.281
1969,31101,0.272
1970,31007,0.202
1971,37087,0.405
1972,34037,0.459
1973,37065,0.312
1974,36063,0.465
1975,36105,0.41
1976,36043,0.44
1977,36095,0.388
1978,30099,0.331
1979,55047,0.446
1980,32005,0.402
1981,35003,0.221
1982,37021,0.476
1983,36039,0.436
1984,36015,0.457
1985,35061,0.331
1986,37009,0.38
1987,37045,0.322
1988,39085,0.477
1989,39001,0.255
1990,38011,0.339
1991,39029,0.388
1992,38091,0.441
1993,38081,0.526
1994,37025,0.346
1995,38013,0.351
1996,53029,0.435
1997,36011,0.455
1998,51091,0.49
1999,35011,0.305
2000,38063,0.643
2001,38061,0.328
2002,37063,0.512
2003,51061,0.282
2004,39019,0.354
2005,38017,0.514
2006,37183,0.513
2007,35025,0.192
2008,39043,0.467
2009,39053,0.382
2010,31171,0.193
2011,37103,0.36
2012,38021,0.494
2013,39071,0.295
2014,37199,0.373
2015,40127,0.266
2016,35057,0.283
2017,39009,0.39
2018,37007,0.188
2019,37191,0.345
2020,37027,0.346
2021,36101,0.453
2022,37193,0.298
2023,38065,0.236
2024,39033,0.375
2025,35006,0.503
2026,56035,0.266
2027,39087,0.34
2028,37001,0.416
2029,39077,0.357
2030,55027,0.384
2031,36115,0.456
2032,38045,0.46
2033,39065,0.314
2034,37095,0.503
2035,38055,0.401
2036,38027,0.502
2037,38039,0.462
2038,37179,0.366
2039,38103,0.383
2040,39073,0.383
2041,31107,0.431
2042,39031,0.319
2043,55041,0.494
2044,37113,0.293
2045,38037,0.158
2046,37153,0.353
2047,37083,0.382
2048,37097,0.338
2049,54105,0.008
2050,53077,0.441
2051,37141,0.366
2052,55007,0.701
2053,36093,0.517
2054,35059,0.15
2055,36121,0.377
2056,55111,0.481
2057,38031,0.495
2058,36029,0.494
2059,36087,0.48
2060,39041,0.615
2061,37023,0.327
2062,36007,0.487
2063,38053,0.168
2064,51197,0.176
2065,37197,0.361
2066,38079,0.607
2067,39091,0.348
2068,38035,0.476
2069,37077,0.427
2070,55055,0.421
2071,35035,0.344
2072,38029,0.283
2073,38101,0.377
2074,37175,0.429
2075,39083,0.358
2076,37171,0.384
2077,37173,0.438
2078,39075,0.167
2079,31149,0.308
2080,39097,0.39
2081,55105,0.492
2082,37049,0.431
2083,41047,0.395
2084,39069,0.448
2085,55017,0.476
2086,38095,0.443
2087,37029,0.297
2088,39011,0.36
2089,37181,0.312
2090,36059,0.545
2091,37057,0.321
2092,38005,0.352
2093,55073,0.435
2094,36111,0.523
2095,39101,0.375
2096,36051,0.437
2097,55133,0.539
2098,38041,0.367
2099,38083,0.328
2100,39021,0.368
2101,55079,0.474
2102,35005,0.278
2103,39013,0.359
2104,38033,0.252
2105,38057,0.343
2106,34005,0.55
2107,37003,0.336
2108,38009,0.467
2109,37033,0.371
2110,38099,0.466
2111,36085,0.447
2112,55107,0.316
2113,39059,0.377
2114,36053,0.471
2115,35015,0.253
2116,36025,0.41
2117,37123,0.305
2118,31085,0.16
2119,38105,0.222
2120,39051,0.43
2121,37125,0.47
2122,39099,0.444
2123,37135,0.587
2124,55045,0.538
2125,31147,0.445
2126,37167,0.165
2127,37011,0.389
2128,39037,0.331
2129,38007,0.162
2130,39003,0.356
2131,37145,0.391
2132,38069,0.422
2133,40153,0.303
2134,41013,0.342
2135,40029,0.32
2136,38051,0.365
2137,41005,0.412
2138,41007,0.42
2139,39061,0.482
2140,39119,0.415
2141,41043,0.363
2142,40143,0.441
2143,37137,0.438
2144,38093,0.437
2145,46041,0.642
2146,41035,0.364
2147,40009,0.327
2148,39093,0.461
2149,39049,0.469
2150,42125,0.451
2151,42023,0.487
2152,37157,0.338
2153,39135,0.343
2154,40059,0.39
2155,40077,0.268
2156,39153,0.466
2157,45085,0.323
2158,40085,0.327
2159,39123,0.481
2160,45007,0.302
2161,42107,0.411
2162,39063,0.406
2163,40047,0.349
2164,37073,0.319
2165,45063,0.369
2166,39133,0.419
2167,41017,0.479
2168,40109,0.463
2169,36099,0.418
2170,38075,0.332
2171,39141,0.403
2172,38019,0.573
2173,39147,0.391
2174,38001,0.441
2175,41041,0.519
2176,46037,0.474
2177,39107,0.349
2178,38073,0.531
2179,45059,0.285
2180,41029,0.362
2181,45081,0.214
2182,40037,0.307
2183,39137,0.447
2184,40045,0.295
2185,37129,0.453
2186,46011,0.33
2187,39015,0.294
2188,40055,0.29
2189,45037,0.39
2190,42069,0.525
2191,41055,0.405
2192,35028,0.558
2193,35007,0.32
2194,39067,0.359
2195,37163,0.342
2196,40019,0.33
2197,36037,0.437
2198,38089,0.303
2199,37143,0.183
2200,42021,0.428
2201,41021,0.335
2202,37147,0.398
2203,42087,0.374
2204,40063,0.329
2205,40027,0.386
2206,39129,0.377
2207,46023,0.458
2208,40071,0.336
2209,40051,0.281
2210,39103,0.501
2211,40131,0.34
2212,37127,0.375
2213,37187,0.329
2214,41027,0.631
2215,45071,0.356
2216,40057,0.376
2217,40069,0.318
2218,40149,0.3
2219,39155,0.421
2220,40111,0.313
2221,42015,0.318
2222,38043,0.275
2223,39145,0.376
2224,39039,0.416
2225,40121,0.338
2226,38077,0.458
2227,40067,0.35
2228,42029,0.467
2229,42037,0.432
2230,37155,0.246
2231,45053,0.206
2232,42121,0.333
2233,42005,0.437
2234,37055,0.61
2235,39157,0.352
2236,40023,0.247
2237,41009,0.35
2238,40099,0.359
2239,36123,0.448
2240,36071,0.461
2241,46039,0.334
2242,41019,0.369
2243,40135,0.283
2244,38047,0.301
2245,37117,0.775
2246,46045,0.304
2247,41057,0.431
2248,42119,0.395
2249,40079,0.293
2250,37165,0.339
2251,40097,0.303
2252,37149,0.341
2253,40041,0.249
2254,38085,0.365
2255,40001,0.237
2256,39079,0.382
2257,40039,0.372
2258,39047,0.339
2259,38059,0.363
2260,39151,0.411
2261,41067,0.431
2262,37189,0.405
2263,40103,0.454
2264,40081,0.292
2265,40031,0.361
2266,39113,0.448
2267,38071,0.517
2268,39057,0.509
2269,41003,0.52
2270,46003,0.413
2271,39169,0.356
2272,40035,0.409
2273,40087,0.392
2274,39111,0.392
2275,41001,0.637
2276,46025,0.456
2277,46033,0.308
2278,42065,0.412
2279,40053,0.334
2280,42039,0.394
2281,40125,0.346
2282,39005,0.289
2283,42083,0.279
2284,39117,0.335
2285,41061,0.346
2286,42081,0.382
2287,42099,0.304
2288,39125,0.374
2289,40007,0.256
2290,39105,0.355
2291,41045,0.335
2292,40043,0.241
2293,45083,0.287
2294,45047,0.389
2295,45091,0.283
2296,40123,0.403
2297,42063,0.335
2298,41039,0.448
2299,42075,0.382
2300,41037,0.309
2301,45087,0.276
2302,40113,0.223
2303,42073,0.36
2304,40105,0.277
2305,47051,0.265
2306,45041,0.39
2307,40091,0.43
2308,42025,0.416
2309,42077,0.46
2310,40065,0.394
2311,45069,0.292
2312,39127,0.327
2313,47187,0.487
2314,42101,0.392
2315,42031,0.355
2316,41033,0.35
2317,42109,0.316
2318,39175,0.407
2319,42027,0.416
2320,40119,0.333
2321,42097,0.416
2322,45027,0.327
2323,46021,0.263
2324,44007,0.446
2325,42131,0.401
2326,40021,0.325
2327,40095,0.335
2328,42007,0.301
2329,39173,0.519
2330,41071,0.401
2331,42003,0.478
2332,46035,0.388
2333,42045,0.474
2334,40139,0.292
2335,41065,0.447
2336,45067,0.341
2337,45051,0.403
2338,42019,0.476
2339,46013,0.497
2340,40003,0.407
2341,42035,0.329
2342,41053,0.43
2343,40115,0.249
2344,41015,0.359
2345,42043,0.377
2346,41049,0.415
2347,42133,0.403
2348,46093,0.377
2349,42105,0.226
2350,40145,0.346
2351,42041,0.413
2352,40129,0.299
2353,40015,0.5
2354,46005,0.375
2355,39163,0.311
2356,42117,0.31
2357,45043,0.416
2358,39139,0.354
2359,45033,0.32
2360,39149,0.308
2361,40075,0.437
2362,42017,0.461
2363,42055,0.342
2364,45023,0.298
2365,41069,0.483
2366,46031,0.292
2367,42129,0.422
2368,45055,0.339
2369,46057,0.327
2370,41025,0.354
2371,42049,0.455
2372,39171,0.388
2373,46029,0.364
2374,45073,0.355
2375,45061,0.281
2376,40013,0.289
2377,42111,0.362
2378,40025,0.239
2379,41023,0.375
2380,39159,0.49
2381,45045,0.389
2382,39143,0.438
2383,45077,0.335
2384,40005,0.282
2385,40137,0.367
2386,42009,0.275
2387,45001,0.315
2388,39115,0.352
2389,45089,0.398
2390,45021,0.221
2391,42071,0.441
2392,41011,0.392
2393,40151,0.323
2394,41051,0.479
2395,40049,0.375
2396,41063,0.474
2397,40017,0.428
2398,40107,0.375
2399,45065,0.482
2400,46055,0.262
2401,40033,0.34
2402,46043,0.365
2403,40073,0.337
2404,45005,0.31
2405,40141,0.364
2406,42079,0.433
2407,39121,0.344
2408,46053,0.399
2409,40011,0.364
2410,45049,0.418
2411,42057,0.241
2412,40089,0.241
2413,45075,0.361
2414,46007,0.403
2415,40117,0.368
2416,40093,0.4
2417,46049,0.477
2418,44005,0.529
2419,45039,0.357
2420,44009,0.532
2421,42061,0.362
2422,42047,0.485
2423,42103,0.332
2424,46073,0.426
2425,47073,0.312
2426,46115,0.361
2427,45011,0.322
2428,47157,0.331
2429,47035,0.356
2430,46027,0.521
2431,47147,0.33
2432,47137,0.362
2433,47055,0.256
2434,46009,0.464
2435,42001,0.355
2436,47049,0.239
2437,46063,0.145
2438,46083,0.408
2439,48015,
2440,47143,0.305
2441,48017,
2442,46069,0.401
2443,47127,0.158
2444,47119,0.42
2445,47159,0.224
2446,47015,0.201
2447,47017,0.329
2448,46127,0.445
2449,47185,0.315
2450,46121,0.451
2451,47093,0.412
2452,42059,0.362
2453,46067,0.394
2454,40083,0.243
2455,47041,0.276
2456,47013,0.296
2457,46102,0.462
2458,47177,0.279
2459,42033,0.385
2460,47125,0.345
2461,47097,0.241
2462,39161,0.229
2463,47037,0.414
2464,48023,
2465,47033,0.324
2466,46019,0.251
2467,47001,0.394
2468,47169,0.255
2469,48009,
2470,47151,0.277
2471,46111,0.414
2472,47163,0.408
2473,42051,0.448
2474,47115,0.285
2475,42123,0.329
2476,47027,0.225
2477,47107,0.263
2478,47171,0.401
2479,47059,0.34
2480,42085,0.401
2481,46015,0.344
2482,45015,0.277
2483,46087,0.43
2484,47063,0.289
2485,46085,0.477
2486,42089,0.357
2487,42013,0.38
2488,46047,0.41
2489,47069,0.287
2490,46105,0.221
2491,42011,0.355
2492,47071,0.302
2493,42095,0.428
2494,46117,0.551
2495,47175,0.395
2496,48013,
2497,47111,0.215
2498,46101,0.431
2499,47003,0.251
2500,46129,0.304
2501,47161,0.284
2502,47075,0.321
2503,47149,0.299
2504,47047,0.344
2505,46061,0.321
2506,46089,0.1
2507,48007,
2508,40061,0.322
2509,46109,0.487
2510,45009,0.305
2511,47039,0.281
2512,47123,0.302
2513,47085,0.275
2514,47155,0.299
2515,48005,
2516,42053,0.59
2517,46081,0.343
2518,48019,
2519,46091,0.481
2520,45025,0.265
2521,47095,0.215
2522,40147,0.308
2523,45057,0.271
2524,47139,0.305
2525,48011,
2526,42113,0.323
2527,46017,0.436
2528,47135,0.293
2529,42127,0.427
2530,46137,0.217
2531,47113,0.386
2532,48027,
2533,39131,0.356
2534,45029,0.285
2535,47045,0.252
2536,47007,0.188
2537,47011,0.26
2538,45013,0.445
2539,45031,0.354
2540,47005,0.321
2541,47173,0.245
2542,46107,0.434
2543,46095,0.301
2544,42093,0.624
2545,46077,0.583
2546,47145,0.315
2547,47121,0.456
2548,48029,
2549,46119,0.284
2550,48463,
2551,48307,
2552,46135,0.554
2553,48173,
2554,47065,0.389
2555,47167,0.24
2556,48327,
2557,44001,0.548
2558,47117,0.28
2559,39109,0.395
2560,48001,
2561,42067,0.309
2562,47165,0.307
2563,46059,0.364
2564,48003,
2565,47061,0.184
2566,47141,0.366
2567,47133,0.27
2568,45035,0.323
2569,46103,0.343
2570,46125,0.356
2571,46123,0.297
2572,48095,
2573,48387,
2574,46099,0.521
2575,48021,
2576,47179,0.431
2577,48287,
2578,47081,0.279
2579,46071,0.331
2580,48253,
2581,48281,
2582,48331,
2583,48129,
2584,47023,0.26
2585,48335,
2586,48081,
2587,48045,
2588,51031,0.135
2589,48265,
2590,49035,0.379
2591,48319,
2592,47103,0.277
2593,48159,
2594,48025,
2595,48313,
2596,48221,
2597,48225,
2598,47083,0.28
2599,46075,0.442
2600,48063,
2601,47091,0.281
2602,48381,
2603,47029,0.37
2604,48047,
2605,48149,
2606,51011,0.016
2607,47129,0.358
2608,48077,
2609,48329,
2610,48113,
2611,48053,
2612,48181,
2613,47019,0.292
2614,48431,
2615,48399,
2616,48151,
2617,48097,
2618,48117,
2619,47009,0.362
2620,47109,0.345
2621,47053,0.3
2622,48093,
2623,48073,
2624,48241,
2625,47153,0.189
2626,49011,0.384
2627,47189,0.35
2628,48071,
2629,51023,0.155
2630,50015,0.394
2631,47089,0.336
2632,48271,
2633,47099,0.251
2634,48263,
2635,48105,
2636,48031,
2637,48137,
2638,48065,
2639,48215,
2640,48243,
2641,47131,0.262
2642,47077,0.298
2643,48251,
2644,48433,
2645,48059,
2646,48051,
2647,48233,
2648,48183,
2649,48201,
2650,48255,
2651,47043,0.305
2652,48185,
2653,47181,0.305
2654,48079,
2655,48229,
2656,48169,
2657,48223,
2658,48237,
2659,47183,0.244
2660,48369,
2661,49045,0.293
2662,48055,
2663,48115,
2664,47067,0.251
2665,48269,
2666,46097,0.492
2667,47079,0.343
2668,48171,
2669,48085,
2670,50021,0.485
2671,48209,
2672,48277,
2673,48273,
2674,47021,0.32
2675,47101,0.253
2676,48067,
2677,48267,
2678,48317,
2679,47031,0.299
2680,47025,0.335
2681,49053,0.3
2682,48289,
2683,48227,
2684,49019,0.345
2685,48249,
2686,47057,0.353
2687,48199,
2688,46065,0.487
2689,48247,
2690,47087,0.24
2691,48035,
2692,47105,0.474
2693,50017,0.353
2694,48261,
2695,48037,
2696,48043,
2697,48161,
2698,48297,
2699,48041,
2700,48445,
2701,48301,
2702,48321,
2703,48311,
2704,48447,
2705,48213,
2706,48347,
2707,48395,
2708,48165,
2709,48385,
2710,51025,0.251
2711,48363,
2712,49013,0.303
2713,49055,0.44
2714,48259,
2715,48039,
2716,51017,0.14
2717,48107,
2718,48153,
2719,46079,0.365
2720,48393,
2721,48121,
2722,48125,
2723,48155,
2724,48349,
2725,51820,0.006
2726,48503,
2727,48195,
2728,48379,
2729,48075,
2730,54069,0.053
2731,51109,0.026
2732,48315,
2733,48469,
2734,48383,
2735,48123,
2736,51133,0.208
2737,48435,
2738,48057,
2739,51001,0.462
2740,48323,
2741,48389,
2742,50011,0.24
2743,55039,0.414
2744,51101,0.255
2745,49041,0.317
2746,49023,0.274
2747,48457,
2748,48033,
2749,48391,
2750,48475,
2751,48461,
2752,48303,
2753,48345,
2754,49051,0.347
2755,48147,
2756,51037,0.087
2757,54061,0.138
2758,48481,
2759,49033,0.365
2760,48415,
2761,49007,0.296
2762,48139,
2763,51059,0.397
2764,51163,0.12
2765,48477,
2766,53005,0.395
2767,48069,
2768,48257,
2769,48467,
2770,56041,0.349
2771,49009,0.417
2772,48187,
2773,48505,
2774,48291,
2775,51051,0.28
2776,48397,
2777,48443,
2778,51107,0.36
2779,51021,0.065
2780,48299,
2781,51009,0.246
2782,48197,
2783,51073,0.412
2784,49015,0.304
2785,48373,
2786,49031,0.278
2787,48413,
2788,48497,
2789,51199,0.356
2790,48471,
2791,51700,0.246
2792,51105,0.329
2793,48091,
2794,48465,
2795,51027,0.276
2796,48177,
2797,48235,
2798,50001,0.449
2799,49037,0.381
2800,48111,
2801,48367,
2802,51003,0.187
2803,48491,
2804,48239,
2805,48189,
2806,48409,
2807,51173,0.238
2808,48343,
2809,48341,
2810,53065,0.26
2811,48419,
2812,48157,
2813,48495,
2814,50009,0.253
2815,48361,
2816,50027,0.356
2817,51099,0.104
2818,48357,
2819,51047,0.094
2820,48449,
2821,51137,0.047
2822,48483,
2823,51036,0.028
2824,48101,
2825,48083,
2826,48305,
2827,49017,0.376
2828,48103,
2829,48205,
2830,48353,
2831,48207,
2832,48501,
2833,49029,0.373
2834,48375,
2835,48167,
2836,48425,
2837,55129,0.536
2838,55085,0.531
2839,48295,
2840,48473,
2841,48451,
2842,51520,0.427
2843,48493,
2844,49025,0.371
2845,49043,0.54
2846,48309,
2847,48219,
2848,51015,0.206
2849,51029,0.073
2850,48245,
2851,48401,
2852,48429,
2853,48485,
2854,53001,0.394
2855,50019,0.377
2856,53011,0.404
2857,48355,
2858,53069,0.401
2859,51033,0.086
2860,51157,0.205
2861,54039,0.279
2862,48439,
2863,48407,
2864,48507,
2865,51147,0.023
2866,51045,0.015
2867,51179,0.267
2868,51650,0.297
2869,48141,
2870,54003,0.259
2871,54021,0.373
2872,54085,0.188
2873,48359,
2874,51735,
2875,51740,0.62
2876,51135,0.13
2877,53073,0.486
2878,51069,0.144
2879,51139,0.093
2880,51167,0.267
2881,53017,0.461
2882,51093,0.133
2883,54007,0.104
2884,51007,0.017
2885,53063,0.402
2886,48377,
2887,48459,
2888,51169,0.288
2889,50003,0.301
2890,51127,0.192
2891,51057,0.114
2892,51145,0.018
2893,50023,0.309
2894,51081,0.04
2895,49039,0.252
2896,53061,0.437
2897,51191,0.335
2898,53019,0.34
2899,51750,0.054
2900,49027,0.33
2901,48231,
2902,48365,
2903,49057,0.339
2904,51159,0.077
2905,48411,
2906,51610,0.052
2907,53039,0.387
2908,55101,0.452
2909,51775,0.051
2910,50005,0.236
2911,48133,
2912,51181,0.286
2913,51660,0.032
2914,51570,0.007
2915,51065,0.328
2916,54005,0.303
2917,53035,0.423
2918,48333,
2919,51683,0.02
2920,51079,0.02
2921,49021,0.271
2922,49005,0.343
2923,51193,0.121
2924,54011,0.184
2925,51049,0.053
2926,51097,0.228
2927,48351,
2928,53003,0.301
2929,51063,0.038
2930,53031,0.604
2931,53025,0.379
2932,51121,0.201
2933,51085,0.251
2934,53067,0.428
2935,49003,0.302
2936,51043,0.385
2937,51077,0.18
2938,51510,0.218
2939,51071,0.151
2940,55119,0.28
2941,51195,0.193
2942,51149,0.118
2943,49049,0.316
2944,53013,0.334
2945,53023,0.239
2946,54095,0.162
2947,48489,
2948,51680,0.005
2949,53049,0.415
2950,51131,0.451
2951,51177,0.094
2952,51103,0.318
2953,51005,0.03
2954,51580,
2955,51830,0.026
2956,51019,0.164
2957,51141,0.202
2958,55139,0.443
2959,54103,0.071
2960,51087,0.174
2961,48441,
2962,54031,0.221
2963,48487,
2964,48293,
2965,51620,
2966,51690,
2967,48417,
2968,48421,
2969,55013,0.45
2970,51155,0.154
